"Date","Year","Quarter","FY","QFY","Month","GDP_CP","GDP_AGR_CP","GDP_AGR_CAC_CP","GDP_AGR_FOC_CP","GDP_AGR_LST_CP","GDP_AGR_ASS_CP","GDP_AGR_FST_CP","GDP_AGR_FSH_CP","GDP_IND_CP","GDP_IND_MIN_CP","GDP_IND_MAN_CP","GDP_IND_ELC_CP","GDP_IND_H2O_CP","GDP_IND_CON_CP","GDP_SER_CP","GDP_SER_WRT_CP","GDP_SER_TRA_CP","GDP_SER_AFS_CP","GDP_SER_ICT_CP","GDP_SER_FIN_CP","GDP_SER_REE_CP","GDP_SER_PST_CP","GDP_SER_ADM_CP","GDP_SER_PAD_CP","GDP_SER_EDU_CP","GDP_SER_HEA_CP","GDP_SER_AER_CP","GDP_SER_OTH_CP","GDP_SER_HHA_CP","GDP_TAX_CP"
2011-01-01,2011,"Q1","2010/11","Q3","January",15760.6344714038,3633.30544346923,424.134463034992,1784.40587329835,565.754559570723,2.7445105898503,341.938509357887,514.327527617424,4436.57823309886,143.577431709938,2949.08517014283,179.823252451482,319.588985774262,844.503393020356,6803.90789726255,1623.00366192274,479.294079800333,380.85789269828,173.48699575686,251.858551371675,895.13359003621,602.974952974452,446.48485475675,315.842065605901,636.42416711603,511.059761967907,9.23178625831903,315.362145012557,162.893391984541,886.84289757315
2011-04-01,2011,"Q2","2010/11","Q4","April",16843.9160882814,4432.46402648805,352.504879453631,2943.40957768847,461.481240745268,4.65602975969111,171.365940536157,499.046358304825,4637.95975414868,94.3843233117862,3125.23015115931,175.916964278818,324.110274878323,918.318040520444,6797.06539170726,1523.65618450087,476.3500401793,390.855732797174,195.503489829095,316.008681043191,912.30929717992,705.215429049092,477.790729476414,306.607502273108,504.432944743606,496.33969865571,11.9014797510432,314.214979921473,165.879202307256,976.426915937437
2011-07-01,2011,"Q3","2011/12","Q1","July",22963.0338424354,7017.3185756219,457.349239489887,4117.2942220717,500.962661328267,4.38051310502502,1421.27813843877,516.053801188256,4935.27982739266,72.2271317305159,3515.0260579337,163.920279005421,335.646398255818,848.459960467202,9923.27102513196,4573.95465853958,542.750687506352,457.295462837592,223.560300209924,305.648457856883,926.906240245523,736.706730752369,462.14857187155,297.015438542903,327.120787340539,540.008943750756,16.3855409921381,346.979110843073,166.790093842784,1087.16441428886
2011-10-01,2011,"Q4","2011/12","Q2","October",16017.0934144341,4108.13749436603,520.195566812761,2329.89026878897,684.459428141398,2.31505413982729,40.2796673777247,530.99750910535,4708.10023972302,49.5624471557025,3328.71869128667,155.808147497107,349.779917506046,824.231036277495,6065.15677596732,727.073008987638,503.934086430271,423.428175904412,257.886401389438,280.029268222462,947.704010327746,714.414867216605,429.992387852712,301.409441998473,378.845451094894,541.004716276517,27.9710415762835,363.873574923205,167.590343766666,1135.69890437776
2012-01-01,2012,"Q1","2011/12","Q3","January",16623.1893963241,3593.53855263888,446.632327341266,1448.38439374743,668.693233624851,1.46103510515748,517.43486524529,510.932697574883,4703.48968985649,132.675414611105,3174.60387160149,244.76085799095,384.477732818105,766.971812834839,7122.06400059132,1287.93158696007,516.296773354471,418.205920205888,261.355793108875,283.845858309386,971.786794209728,803.165956979341,386.831363391351,283.422931561888,764.092165253066,559.296892953171,36.4619495497288,380.99954122123,168.370473533128,1204.09715323738
2012-04-01,2012,"Q2","2011/12","Q4","April",17981.9497869126,4257.57688077717,272.056248065373,2357.80098263919,554.48808374655,2.22066540156852,592.343859137715,478.667041786779,4630.64409997171,189.130083172444,3018.01881485571,242.08353836796,350.762559783431,830.649103792161,7922.6991830342,1424.52523555392,499.345976950627,426.995236228189,250.200081843573,283.626461577811,1050.36940521587,725.995992288558,355.155477566087,292.788155661285,1483.78473719554,574.514414945588,27.3795951595651,358.281869986615,169.736542860971,1171.02962312952
2012-07-01,2012,"Q3","2012/13","Q1","July",21403.3550482352,6190.44500028904,335.110658629424,4774.95187487591,423.065021749432,3.44055177221685,193.121659379984,460.755233882069,4795.30405380614,181.428365649446,3061.74819876788,248.63398751446,430.137019883223,873.356481991136,9302.97394673677,1562.26531673011,557.556358461333,502.052058524227,291.920728568625,316.602682768716,1028.72166849445,802.999265714529,347.975854488861,293.640661127583,2459.64110663782,579.074582201929,28.4663412427204,362.042731873997,170.014589901875,1114.63204740328
2012-10-01,2012,"Q4","2012/13","Q2","October",22022.8427504914,5396.11722721191,462.987172419324,2008.09835233275,314.901426445685,2.59523413930766,2151.6571176651,455.877924209742,4849.96134157345,88.2682017390301,3133.86292026103,249.223028262574,418.200543093943,960.406648216869,10667.5378260139,2967.68954805868,561.833029634961,413.088750892746,334.889051474599,321.891877498439,1045.54551883524,817.61106838818,325.423391012715,296.135474049985,2391.62807045614,589.307250800098,27.7514209722083,401.30383119018,173.439542749684,1109.22635569215
2013-01-01,2013,"Q1","2012/13","Q3","January",17752.5910446009,3715.59138110982,543.285749957902,1406.0140055637,1036.48163162077,2.4198640309794,260.565798772664,466.824331163809,4879.29185611505,145.692672586337,3156.4329247357,237.76710142854,378.261946805643,961.137210558833,7947.37696635623,1821.76720785763,557.101150341788,490.480297217631,368.717828009753,340.637992126495,1091.45904643223,607.117666549977,310.047107711144,299.553160532206,857.103600468311,596.439332919828,21.3309503167429,408.800366508297,176.821259364202,1210.33084101982
2013-04-01,2013,"Q2","2012/13","Q4","April",15431.271958139,4200.845861049,352.285446373122,2004.62323527906,755.294655986551,3.60285609586631,572.45380598104,512.585861333361,4554.6269611923,134.528742778628,3046.82550822885,239.279411420109,378.122609225887,755.870689538829,5451.2974625406,2107.88710963695,591.804933059839,500.936551943671,386.287719029058,368.266249459075,1111.50719783872,780.539268201293,300.776031664086,288.328286035,-2254.3642516538,633.823766995487,24.73344624241,430.65363977434,180.117514314471,1224.50167335714
2013-07-01,2013,"Q3","2013/14","Q1","July",12121.8314200779,6401.07697033944,446.804263862253,4493.30771237122,708.966836353189,3.84667612153553,242.972500440299,505.178981190941,4895.13075362321,126.936770487504,2968.69676148347,249.419892229398,451.886625114559,1098.19070430828,-456.434583761832,1760.02867813569,639.47979467592,572.188519022295,457.466144911163,419.371983370776,1153.71026346556,648.69482951592,314.845808515071,259.554832812749,-7900.78571370169,564.335079308826,22.2237810701733,450.010355550169,182.441059585547,1282.05827987705
2013-10-01,2013,"Q4","2013/14","Q2","October",14962.8777086441,6149.23498097745,404.675581879952,2107.11983738368,672.527830766358,2.48115627013784,2461.93773258092,500.492842096399,4983.127143064,69.1906568564789,3082.31960076611,245.842501583703,448.553895805965,1137.22048805174,2546.31085819762,3068.87275159565,620.26985590563,512.789823477981,481.394760638737,444.961717074846,1190.24633629179,803.175099508272,337.838342405224,271.33450003032,-6453.84063940736,573.871055870945,29.5447727815821,481.842881972101,184.009600051906,1284.20472640505
2014-01-01,2014,"Q1","2013/14","Q3","January",19885.4806544574,3556.91392166332,471.377874054609,1635.25051359634,652.092005822415,2.11058837050569,299.68352593958,496.399413879873,5355.07621544154,219.686938318215,3357.44818561404,250.811823323139,452.126206770847,1075.0030614153,9591.85965908452,1582.43651214543,641.725903101981,613.177076208761,436.758503188596,487.239590402374,1229.56918120936,808.752859401692,383.768210667567,311.811726937117,1688.04530958807,668.406528401911,33.0080212802888,520.129947666798,187.030288884586,1381.63085826806
2014-04-01,2014,"Q2","2013/14","Q4","April",36287.5977043426,4436.57289259193,359.513632856373,2560.88756204143,637.162680911825,3.72939742949711,401.102652400917,474.176966951896,5643.78941789275,198.101703125161,3531.87563427555,265.549765721408,462.065242718852,1186.19707205177,24775.6391799406,1738.86865708267,649.684762994257,557.176355586768,435.980032367565,519.261018656816,1257.71803553184,798.731842785517,462.460307097511,349.167476000907,16432.8940170182,849.76025556846,31.2898214796821,511.864589674885,180.782008095585,1431.59621391727
2014-07-01,2014,"Q3","2014/15","Q1","July",25289.1686575502,8052.58544445489,438.829937042677,4301.94555642824,676.164476815475,5.27300846968087,2136.45860513928,493.913860559542,5788.72987047828,162.884502281953,3732.82063305369,281.5750931289,498.917334238213,1112.53230777553,9947.48994017925,2668.56383901316,684.156335859177,597.578443290259,418.624168271751,524.624538490538,1303.93489726582,733.923633203167,543.104944003846,398.884039259895,703.33926623979,619.768646781706,31.7522403155164,532.465283854655,186.769664329971,1500.36340243779
2014-10-01,2014,"Q4","2014/15","Q2","October",22342.5395396273,4841.07386510207,488.482490729958,2657.29533664814,686.074645633988,3.57237166874555,488.754923828871,516.894096592371,6065.37480393046,146.99276798517,3953.20364866266,278.123684073509,510.394857525039,1176.65984568408,9831.24897367912,1950.29670401991,682.689876181532,522.987345072356,440.490039990463,612.45792944745,1337.25146205004,712.972934058673,610.093759261872,472.893160076656,998.877026686106,724.341928639769,30.8574424514485,543.545923853774,191.493441889075,1604.84189691564
2015-01-01,2015,"Q1","2014/15","Q3","January",22136.9194607319,3804.98246433779,505.482011396314,1599.29956836228,721.118753018292,3.0076003530307,472.039212985965,504.035318221906,6367.82401208149,269.731727668079,4187.2446654347,287.844819470873,518.466477856065,1104.53632165177,10276.9086819777,2000.25461779532,744.137383221753,564.529204875526,440.119542394005,579.692651580245,1385.46117448914,658.418671967621,625.420513790362,481.487703158187,1189.33505701485,781.477159809372,32.7909401852806,597.567488085646,196.216573610363,1687.20430233497
2015-04-01,2015,"Q2","2014/15","Q4","April",23620.4626217631,4797.84912647394,386.707967119222,2717.39118437539,746.357478100928,4.98153914596396,422.497113575676,519.913844156765,6605.87528764133,276.058048311885,4253.01015655196,282.437394932739,515.036959301887,1279.33272854286,10514.1385358585,2053.82161340823,786.024191594654,549.694949179332,449.203412151084,583.886268615635,1453.80149307888,620.928373148717,582.070712885809,483.814177662808,1275.83543382873,827.400501920688,33.3604785655709,612.573678387143,201.723251431211,1702.59967178935
2015-07-01,2015,"Q3","2015/16","Q1","July",25926.9422530292,6532.89435134985,547.581696723389,4371.19424109047,741.086131934512,5.3264152714617,327.799874891101,539.905991438919,6856.74534858506,287.199734895328,4486.79135976353,282.236009366004,543.191841408311,1257.32640315188,10897.8648386983,2069.58777740807,842.378666200714,619.784223216568,536.811771972443,689.388521095139,1522.87646733976,677.303802592003,511.158343529084,499.92263144203,1267.68709248879,780.929730732406,29.9421438969693,646.759938322535,203.333728461792,1639.43771439596
2015-10-01,2015,"Q4","2015/16","Q2","October",24413.6426237692,4995.74580924211,550.957968876067,2863.77476629547,737.136872476205,3.14424960275856,282.808764816726,557.923187174878,6826.1168859465,229.578305846633,4313.97671880008,321.933799730399,576.078833378958,1384.54922819042,10811.3806147296,1832.36866571016,859.042931905132,593.198079354975,593.859825463583,680.883264033379,1525.7510976257,788.463848443929,460.224511094759,530.399356623361,1224.27162673833,798.205663814315,32.4120942442154,685.17648562115,207.123164056626,1780.39931385096
2016-01-01,2016,"Q1","2015/16","Q3","January",26672.0520236525,6474.62558126718,606.300433538873,1799.77177627534,742.806805737605,2.48653649560068,2739.06152394727,584.198505272486,6243.47994733021,292.071866790681,3655.34081937303,309.640122865189,592.645839691091,1393.78129861023,12304.8352509244,3602.53817336966,832.642685429829,676.740906754409,525.736049269263,706.61283701936,1551.7055531178,620.020672280807,377.592584490156,527.351623725926,1171.42237192492,784.890668867375,30.810577674053,688.523351251445,208.247195749357,1649.11124413073
2016-04-01,2016,"Q2","2015/16","Q4","April",23535.8905591809,4781.35513791006,415.030029313746,2528.55821265337,768.133282720809,4.36243189043225,512.365002141484,552.90617919021,6383.64842742799,272.642027177245,3862.66332093866,307.925211066329,596.09214954453,1344.32571870122,10662.0597016732,1782.43652562289,854.668064432933,608.09794634217,618.663974142378,687.058992970413,1567.32726294774,622.838404214616,402.657625036893,601.448879448556,1183.66128697409,791.759980092853,22.946772414422,707.945623059553,210.548363973646,1708.82729216971
2016-07-01,2016,"Q3","2016/17","Q1","July",27781.6098954381,7991.36464711622,502.656669117818,5300.48424682913,791.930282451451,5.5573175795984,844.985712989696,545.750418148527,6561.13462727216,301.270445405291,3861.41376387881,310.999410131691,618.277624172531,1469.17338368383,11460.6062605306,2327.17448698182,871.012325160158,766.044138285836,561.853102546118,703.406642242929,1573.44431292123,672.484202411765,442.573624265112,607.403764161046,1171.4154908271,783.624116111801,25.2284202303435,740.81901887481,214.122615510516,1768.50436051912
2016-10-01,2016,"Q4","2016/17","Q2","October",26556.2519521887,6125.10353990215,751.077180799364,2966.94612284062,810.399776744099,3.56999402889713,1030.36620311924,562.744262369931,6994.94878770344,291.750292796211,4164.13130683623,318.752175130637,629.018595037827,1591.29641790253,11605.9910508277,2387.34234861315,895.532676877709,765.474140656325,562.125079425554,664.240359773578,1600.0700472907,621.690129365288,476.227535562212,657.175872777478,1180.27715194248,798.424323762993,26.1195690633142,751.140419542946,220.151396173939,1830.20857375542
2017-01-01,2017,"Q1","2016/17","Q3","January",26726.9270055197,5423.58379481481,754.282786735069,2176.78532714956,844.632873817645,2.8036593782953,1089.05021787811,556.028929856121,7453.1435710448,392.301597439392,4528.72883303358,382.453018239494,649.904252652278,1499.75586968006,11848.5388848537,2508.55075022214,913.045236226067,809.017067942091,528.670324462423,748.884987287088,1642.1176565174,495.010423908016,485.144365011364,674.104603728012,1184.49883404527,833.226857512076,33.7626294105926,766.713954117232,225.791194463894,2001.6607548064
2017-04-01,2017,"Q2","2016/17","Q4","April",27453.2520683267,5917.01659828684,543.933063281573,2950.72931852631,862.12731655761,4.54146878775625,1038.17233903672,517.513092096867,7239.09861897422,351.795004616373,4290.9773429696,367.271755404218,680.766270392348,1548.28824559168,12266.8795802059,2608.9355382183,941.080053272992,870.990663573823,477.209167053152,754.91986565235,1699.56486033721,541.190094301924,497.098447905502,738.955385925586,1240.31206257652,894.488899036553,45.9856034652996,724.863864643735,231.285074242918,2030.25727085976
2017-07-01,2017,"Q3","2017/18","Q1","July",31469.7158392547,8972.06863351579,752.875657338285,6000.28962578839,937.189163852445,4.87288980204491,814.170010547263,462.671286187359,7539.65461239112,335.637681582674,4590.83660295165,381.626132493385,701.036470530092,1530.51772483332,12989.4114654281,2770.24673257204,1021.41619989951,984.599826384104,461.314121465314,775.460906046463,1770.24254371105,682.747543965539,495.902504230625,769.001598531729,1274.48695092387,962.266065800285,42.0114684285452,746.688590439777,233.026413029191,1968.58112791976
2017-10-01,2017,"Q4","2017/18","Q2","October",28426.1906871573,5833.19851635236,713.45308507953,3051.16247632477,948.235827568428,2.97578388490129,636.386641190285,480.984702304451,7698.27109818728,268.53881050231,4710.86022089617,378.965758242374,716.881284519397,1623.02502402703,12761.328170284,2457.98505501714,1003.63587135733,895.808555447822,479.755443692369,776.945447853466,1845.12128261282,673.781132181274,489.9910298556,788.502988277569,1307.64103022295,1000.46287532206,53.6533546915967,751.233939925891,236.810163826144,2133.39290233365
2018-01-01,2018,"Q1","2017/18","Q3","January",29432.3275855446,6099.15525229938,741.960566188725,2504.87368543205,989.465489716126,2.38475670909378,1430.29445681618,430.176297437214,8027.87193827613,395.102158474457,4845.18579715036,399.47413823591,720.564872085806,1667.5449723296,13059.1410894379,2778.51395758967,1036.07429876875,884.572972510985,496.298281088259,741.87222584504,1879.68021710747,586.717295006992,497.921547785757,759.239135463772,1349.93670786397,1020.55814716503,60.2667157092547,728.257101487359,239.23248604559,2246.15930553116
2018-04-01,2018,"Q2","2017/18","Q4","April",31156.5433434271,7108.64202999456,496.455316930767,3412.26305932536,1000.67671270176,4.2359006120898,1680.78691294319,514.224127481389,8344.60259963328,537.177820780661,4864.83888045982,386.31069468832,747.204145815794,1809.07105788869,13406.8880633838,2918.23218321485,1050.19586449834,904.329586943945,527.684748477274,771.796937823063,1928.69698818064,652.581757304124,527.721015633166,731.813519607273,1358.08153800631,1001.97386962079,57.6148384830055,732.784172285365,243.381043305657,2296.41065041543
2018-07-01,2018,"Q3","2018/19","Q1","July",34170.1427188374,9059.06106431448,704.084373256047,5708.20129194663,1060.18735437129,5.67418259422611,978.401764593465,602.512097552826,8671.84372308278,637.038004381154,5004.04700331611,429.823387266263,753.793739107276,1847.14158901198,14087.8196926457,2893.72867908154,1120.35758037482,1001.87415553587,566.596902087907,781.022084477851,2036.38072636947,696.616491131817,567.586172405499,801.722206517852,1436.04387844819,1113.37961910511,65.5831516521063,760.144217192794,246.783828264875,2351.41823879449
2018-10-01,2018,"Q4","2018/19","Q2","October",32179.5178938443,6874.65437319946,708.416142230157,3153.49084447145,1098.10211874275,3.88318401058225,1210.16237236422,700.599711380311,8751.15390052526,438.715738677465,5179.63018036754,425.358926036181,751.149062065348,1956.29999337873,14006.0991100409,2885.72825591183,1095.32454155073,916.503804085362,605.785062484688,806.257914264486,2064.96732901032,636.913926801597,582.984592077273,790.202360014286,1471.97803197375,1072.65828004194,59.9047896354848,767.486193612179,249.404028577017,2547.61051007864
2019-01-01,2019,"Q1","2018/19","Q3","January",32231.2290309848,6663.30742151974,716.986308929501,2581.05638075509,1155.52116487151,3.15688013476856,1371.76781620751,834.818870621364,8922.94067875967,652.214913367586,5171.4207011618,438.458434440759,740.39942042262,1920.44720936691,14154.1471911966,2846.56862694507,1119.69538831305,917.035596236732,605.329249686684,886.634217677665,2103.62475068976,640.298463070544,600.866350018464,817.072362364799,1461.64218381131,1066.02951555194,65.3245914145434,772.647276977529,251.378618438502,2490.83373950883
2019-04-01,2019,"Q2","2018/19","Q4","April",33508.8851455185,7711.64804831498,479.866794971289,3748.3098471529,1176.58409329878,5.56207216074631,1485.64897523697,815.676265494297,8816.93657668993,539.326477359424,5074.31283675043,448.968491419311,739.224908550666,2015.1038626101,14548.0420552742,2792.29337091803,1182.05865941476,991.708366676081,620.856169743347,982.660391719755,2087.56602661939,773.47548625598,630.754375822488,844.997425691628,1436.03843737827,1073.18118287232,58.4875140411133,818.721850856452,255.242797264618,2432.25846523934
2019-07-01,2019,"Q3","2019/20","Q1","July",37947.7301694097,10389.4330484976,635.440233782162,6313.63378145402,1232.42390247918,6.78062918600107,1379.45359224602,821.700909350234,9321.80877647832,565.501000031116,5636.11164058289,479.238693401431,758.752280233445,1882.20516222945,15752.2183805315,3091.61425181466,1325.6253308623,1119.23912460389,677.481170962142,1092.22482606384,2184.5325956183,926.611102347803,662.49694539283,935.429910838351,1406.53998238015,1145.77036838492,71.3669509812137,855.532701285778,257.753118995292,2484.26996390228
2019-10-01,2019,"Q4","2019/20","Q2","October",36401.1873699825,8269.92291671588,762.578298164155,3564.93446900844,1287.27031502705,4.47738580866019,1712.99252666058,937.669922046994,9805.85389075872,603.744675340256,5973.39910351654,492.020060499827,781.253845351947,1955.43620605014,15659.8146676975,3104.89312374681,1254.12359727905,1066.98988613267,696.766555385434,1065.45484327587,2157.20387666214,837.19773200185,671.034341158287,980.887803421488,1458.96373201997,1166.64998728421,67.4442623530123,870.959554950178,261.245372026549,2665.59589481034
2020-01-01,2020,"Q1","2019/20","Q3","January",33706.7803639497,6828.20315331167,883.536631318093,2335.09621416935,1357.4808724651,3.31894205169251,1347.13570925088,901.634784056555,9512.19126555973,628.129138187274,5618.43821592557,513.415113109583,786.569005238578,1965.63979309873,14746.0764619109,2876.55225411379,1158.93192529206,937.276960466218,611.318989798927,965.337342939253,2277.23269997859,492.146289198988,617.663443249813,973.776861156307,1499.01081861713,1139.03020231494,66.7310275690907,866.659771295564,264.407875920187,2620.30948316745
2020-04-01,2020,"Q2","2019/20","Q4","April",31633.3472048764,7938.67958923798,466.187501641654,3963.53430728576,1390.70757744468,4.90181822942265,1311.89844621075,801.449938425707,8364.50690693891,468.933753865746,4836.29432786438,447.155019634371,792.606423143684,1819.51738243073,13681.8893460178,2685.11035770141,1053.42046395862,521.363862753946,569.66668522987,693.255994759051,2287.91535002589,645.606819661886,626.27444167519,974.406911927161,1402.36072372967,1044.99288142909,45.9333517057845,862.211567610369,269.369933849871,1648.27136268168
2020-07-01,2020,"Q3","2020/21","Q1","July",38917.3659695813,11306.2936672781,653.311895519915,7098.61067679312,1416.13658788635,6.19015103388242,1255.86319852227,876.181157522592,9669.77229930494,864.610450797201,5943.69522938699,520.945658983832,803.483595345369,1537.03736479155,15432.1871517365,3049.80020036031,1342.0775558335,817.506584353871,615.846015426531,1125.15984695238,2281.76972532872,654.022800146726,686.585882743461,1079.71473720933,1251.62320291674,1295.36488859801,54.6851371560686,905.839780357859,272.19079435305,2509.11285126168
2020-10-01,2020,"Q4","2020/21","Q2","October",36898.2605064591,8735.86788724581,770.171840044882,3709.14730776974,1444.00692672697,4.33217129244394,1934.16190187079,874.04773954099,10119.7752387073,696.873613049167,6129.05237180581,531.218548939603,808.624097080525,1954.00660783222,15321.761800963,2944.95344831379,1209.82548178513,828.990769747313,654.709249211278,965.350639112031,2289.93679688748,775.039131540686,704.83302801709,1122.49782591943,1289.1492661991,1289.7114810048,55.3870177814369,916.240734090476,275.136931352988,2720.85557954294
2021-01-01,2021,"Q1","2020/21","Q3","January",35155.4173762846,6678.92269125413,944.078962954797,2043.62162049149,1446.61041712488,3.95351181948294,1442.57508073719,798.083098126294,10232.1306172521,663.691136091503,6166.7243414,543.26403462535,818.359111205533,2040.09199392974,15613.1362172376,2858.30030647853,1111.62139902743,932.443658299897,691.436373871961,1053.81630569411,2317.61561701969,774.811335381823,713.68261336854,1210.41233917308,1460.75498884156,1225.80990573478,56.3758220035411,928.423154595685,277.632397746975,2631.22785054078
2021-04-01,2021,"Q2","2020/21","Q4","April",37339.2037780333,8638.75404988748,683.124744071968,4149.97778056258,1528.64451647723,5.6552449164359,1469.0786259303,802.273137928962,10243.7260436936,570.996407588604,6133.46217176569,538.829977999529,827.105253921834,2173.33223241792,15695.393278877,2886.13225937505,1140.90917933502,969.821850348342,716.154050638219,958.655987927536,2384.05111761554,759.787904576124,734.623079062769,1042.35454408473,1563.45783793353,1266.70777340738,62.3249230377091,928.220099584335,282.192671950746,2761.33040557522
2021-07-01,2021,"Q3","2021/22","Q1","July",41189.5505895056,12412.5265468562,963.673204326678,7579.60538023873,1580.79862242766,6.91310041550044,1453.47565272756,828.060586720103,9974.89391006866,383.39045171316,5940.70071288737,535.836157752261,852.052068218986,2262.91451949688,16108.2875187877,3017.09006935702,1192.12246746579,846.435593285756,680.12467129416,1147.87982642864,2451.9766645256,837.113822096086,765.287990350516,1160.5292858778,1424.95630573672,1315.90377282503,73.6074970854941,909.723729235675,285.535823223398,2693.84261379303
