"Date","Year","Quarter","FY","QFY","Month","GDP_KP","GDP_AGR_KP","GDP_AGR_CAC_KP","GDP_AGR_FOC_KP","GDP_AGR_LST_KP","GDP_AGR_ASS_KP","GDP_AGR_FST_KP","GDP_AGR_FSH_KP","GDP_IND_KP","GDP_IND_MIN_KP","GDP_IND_MAN_KP","GDP_IND_ELC_KP","GDP_IND_H2O_KP","GDP_IND_CON_KP","GDP_SER_KP","GDP_SER_WRT_KP","GDP_SER_TRA_KP","GDP_SER_AFS_KP","GDP_SER_ICT_KP","GDP_SER_FIN_KP","GDP_SER_REE_KP","GDP_SER_PST_KP","GDP_SER_ADM_KP","GDP_SER_PAD_KP","GDP_SER_EDU_KP","GDP_SER_HEA_KP","GDP_SER_AER_KP","GDP_SER_OTH_KP","GDP_SER_HHA_KP","GDP_TAX_KP"
2011-01-01,2011,"Q1","2010/11","Q3","January",21240.1647121001,4769.98201941199,613.890273657755,2145.4963591209,679.819689679557,1.97684886033919,762.18906737639,566.609780717052,5434.25610191585,192.491377153812,3455.02938139545,240.922526934998,454.238474547943,1091.57434188365,9741.79135924437,2827.3242188736,702.091475670311,534.329851415547,237.503615014516,407.400431490839,1234.13078244096,540.874006296894,483.730615288144,425.563353696512,956.508585144883,665.413025958997,9.15714302584528,525.552249764189,192.212005163139,1294.13523152783
2011-04-01,2011,"Q2","2010/11","Q4","April",21202.3239912835,5440.69704088207,424.104199566858,3045.13387324058,683.751468946855,4.08689001154645,732.967399090188,550.653210026042,5453.5923860674,127.418971469636,3506.05964283945,241.064092205539,463.268886847288,1115.78079270548,9084.99015436482,2058.8483039904,638.794168634125,540.115883347921,265.53706013535,503.106309695675,1191.52836184891,627.217518066548,507.622189874988,408.155674882412,959.401393183175,646.032200262983,11.2595057612568,534.31276662733,193.058818053746,1223.04440996923
2011-07-01,2011,"Q3","2011/12","Q1","July",24535.9063995647,7871.56711886618,502.56925869863,5002.0198838398,690.133149277935,5.02925199053549,1132.20417290761,539.61140215166,5456.36479798527,95.6214871385263,3585.56466838659,236.548405305416,469.475566324442,1069.15467083029,9902.87339730719,2545.86823647696,729.332872633413,591.797511556276,272.768693086056,501.578716826573,1213.89396015605,653.712754125505,506.655682380976,408.87125400904,1017.9838092391,697.841337980899,15.3982170915916,553.324926950992,193.845424793751,1305.10108540605
2011-10-01,2011,"Q4","2011/12","Q2","October",21481.5572884522,5290.05441733965,572.960780812517,2877.35335844558,691.445724580781,2.59709252840682,573.457639503793,572.239821468578,5410.6692725885,65.5379449546621,3587.06296902761,228.781744234545,474.084699040251,1055.20191533143,9375.16799160768,2079.14609213532,662.565158728462,541.972349752468,303.474706044739,472.059092229933,1233.21011031483,687.553789450956,491.335413605584,425.389030655597,1006.87548968779,692.606190511148,25.707405630803,558.588400674338,194.684762185711,1405.66560691634
2012-01-01,2012,"Q1","2011/12","Q3","January",21447.2878910343,4412.02053302569,573.371384105191,1847.65991882793,696.560425460596,1.68091268493327,700.342080448953,592.405811498086,5788.77352959765,203.147785135375,3810.73831435437,277.229725751983,481.885635395452,1015.77206896047,9745.11255184006,2232.47042670727,680.749166062777,545.279788363791,310.673011651869,484.083203002607,1265.94102295907,859.470618109139,446.852523014665,404.670378526438,1043.38826242269,680.355694856265,32.1083406512921,563.518657503874,195.551458008318,1501.38127657093
2012-04-01,2012,"Q2","2011/12","Q4","April",22266.7987656614,5051.42722778243,437.641691068421,2609.07802864643,697.619704242985,3.75426868463173,749.362627894673,553.970907245286,5725.95800243708,280.920106761228,3553.77056471468,278.376914547813,490.225246842992,1122.66516957036,10034.5852185283,2391.50456468418,687.39803206571,551.592293687128,295.504087569608,477.189893227611,1382.35204554056,798.358025986289,433.21227009438,425.629318493445,1090.21603654436,701.511412663087,24.3800104268407,579.290168654008,196.447058891093,1454.82831691354
2012-07-01,2012,"Q3","2012/13","Q1","July",26057.9996598471,8273.62235238805,455.485824596974,5742.97249118186,694.128299949811,5.2874577581308,803.072650594367,572.675628306907,5694.99366810725,243.475702870715,3512.11754130644,283.531819422598,502.884295556443,1152.98430895105,10681.6672030625,2730.40847254202,751.210330171746,644.827126603203,323.74611968162,532.286653573658,1342.1634582314,835.805354534047,438.153634007964,422.218279178286,1143.86752112712,714.771544076196,25.6619892338519,579.149232394055,197.397487707314,1407.7164362893
2012-10-01,2012,"Q4","2012/13","Q2","October",22244.2787316973,5294.88486888771,553.151282459692,2416.96471854463,687.967875214678,2.86910685029138,1025.00541232418,608.926473494235,5636.69367388386,112.383667157315,3509.03890534018,284.192464005763,502.624875712112,1228.45376166849,9953.87750754766,2210.31000355568,702.657485646668,530.134244681941,349.980471912215,514.771440040525,1306.46607008472,822.780636972694,420.760309001756,416.711520858612,1155.88478446635,713.541089433599,25.6557488324352,585.741527661088,198.482174399388,1358.82268137803
2013-01-01,2013,"Q1","2012/13","Q3","January",21603.9923623703,4601.82604261044,634.250958255944,1728.43655108824,732.728221076879,1.84243179841778,913.511941927636,591.055938463326,5763.68881523493,190.203480227956,3619.07495737594,273.881678406913,512.013483773437,1168.51521545069,9790.64203453672,2197.21545270729,708.053449423785,586.296580682931,362.465964077867,514.558040985228,1339.497939384,598.428393263892,410.449167278514,419.697348313345,1133.42729083612,706.557741915188,20.434125152437,593.87969335399,199.680847162134,1447.83546998821
2013-04-01,2013,"Q2","2012/13","Q4","April",21779.6355103272,4760.24420748716,442.077241824683,2411.78226331302,729.880942257062,4.08089019107511,766.199490120058,406.223379781262,5400.49845601293,172.340506125634,3537.00619703996,280.8204639837,518.463363369566,891.867925494069,10129.0072222288,2365.02227139444,732.669637678509,583.207849054835,358.63900362807,529.92370018451,1350.22600282022,756.128083158491,395.527181539567,408.072401443541,1063.59265358571,750.195904541767,23.1365256471835,611.668055881549,200.997951670373,1489.88562459837
2013-07-01,2013,"Q3","2013/14","Q1","July",25541.0777947334,8300.543336059,509.037792254152,5602.75031102988,730.745743291532,5.23079222135956,893.257675088184,559.521022173887,5623.60313609844,165.671404565586,3396.26485003794,282.711113066283,530.275766203422,1248.68000222521,10158.6837941496,2474.39689242684,767.572396664351,646.942155536558,407.661076609966,574.464706932624,1391.56627001863,635.315610644184,414.547779115793,379.033602271412,962.430028706226,659.339362299093,20.0787025322133,622.873823995012,202.46138639665,1458.24752842644
2013-10-01,2013,"Q4","2013/14","Q2","October",22459.8383174361,5337.72413081803,591.990598947218,2407.5869479763,732.460685821224,2.7920343525558,1027.25835936656,575.635504354172,5636.043685416,85.8649326659989,3470.26357861769,280.380217266286,536.110895004368,1263.42406186166,10046.6329590801,2163.98634454386,745.330062057084,579.262165214599,416.744064683384,580.862793841851,1416.06824312362,783.906020743496,430.752659009676,397.181207755064,985.141159766377,661.077907418067,25.9936361998317,655.435998670627,204.890696052589,1439.43754212194
2014-01-01,2014,"Q1","2013/14","Q3","January",23000.6435423653,4567.23621128808,581.342468901637,1852.70616377919,729.282056347321,1.80266087892891,837.41630150605,564.686559874947,6053.06048370317,275.352663899285,3765.405073328,283.913717309627,545.568701852236,1182.82032731402,10744.2736627547,2249.97307858216,773.195809290472,689.923702121279,383.60919770718,643.321417517904,1427.39196390246,809.238542320751,455.285796547319,439.466220199764,1191.40447473841,760.582430553877,28.4920757236395,684.093290130255,208.295663419253,1636.07318461928
2014-04-01,2014,"Q2","2013/14","Q4","April",24675.9909438215,5324.09472117328,395.628896926475,2795.61781390864,730.423075476351,4.31807330128101,873.461225522803,524.645636037734,6236.80225724509,232.16712952087,3851.56301424062,296.364497549847,553.100720978587,1303.60689495516,11519.1703537446,2439.20014399729,783.674685778367,633.777850916688,389.070001214838,665.890251613767,1438.52928805329,810.159660660754,498.092781746007,461.044508976598,1556.692439655,955.109126731482,26.5158525949419,661.470188004261,199.943573801344,1595.92361165845
2014-07-01,2014,"Q3","2014/15","Q1","July",26399.9585364515,7787.93393953248,502.586110306065,5040.22811470464,744.360886847837,6.23270055506207,948.524830232891,546.001296885985,6147.2319965786,177.261728548341,3875.89469379665,304.373542576819,561.565951617745,1228.13608003905,10904.0781579288,2524.26085699508,813.849607555489,681.702728052028,381.461476799553,650.719420713646,1472.24816710124,753.719317468867,535.692899753554,483.403624842435,1007.89041986449,682.669017118114,26.3809839721256,685.360038785657,204.719598906537,1560.71444241155
2014-10-01,2014,"Q4","2014/15","Q2","October",24996.4440521165,5886.42322148519,538.135082343106,3084.12462194375,748.715400223738,3.38095390961917,918.52839746736,593.538765597618,6295.20974398623,160.692355884071,3979.55449022589,297.937569328344,567.97938044129,1289.04594810664,11159.1595517834,2343.38853189107,789.006362838512,596.513525454927,405.921425129001,727.293459652582,1490.49558879403,751.1214105695,580.488461112648,544.999735070762,1207.81070810935,786.787804692445,25.5130503546661,701.206120617466,208.613367496444,1655.65153486168
2015-01-01,2015,"Q1","2014/15","Q3","January",24359.3812620672,4831.24091991833,660.555671142583,1960.04863927298,757.49263121463,2.13727856860318,898.183123113154,552.823576606372,6521.91502970058,281.060738262939,4149.50684712214,303.931052442736,580.237211907465,1207.1791799653,11295.2767154123,2313.55734059561,819.995776689298,639.676917299157,392.697911946751,677.886987052734,1506.94483767991,695.094886318253,582.810563617895,531.381699318422,1339.889645944,843.402705355101,26.75746526591,713.587595840038,211.592382489265,1710.94859703593
2015-04-01,2015,"Q2","2014/15","Q4","April",25617.3151695279,5566.21741472554,459.753541074767,2852.22932192356,758.072879217406,4.88521471013153,926.462388608963,564.814069190709,6701.41392104033,277.116783842738,4163.46681221365,302.163161645008,587.368000631909,1371.29916270703,11541.6934027497,2440.82241031825,848.386770891211,620.373716012239,388.91497054191,677.130227119067,1573.05159049331,668.49129356393,558.28570083335,521.884194509815,1383.77393735119,888.273122114224,27.81316041023,730.857112084384,213.635196506542,1807.99043101236
2015-07-01,2015,"Q3","2015/16","Q1","July",28652.0940727501,7919.46749844448,599.822660615319,5070.14118270941,761.15519394465,6.17502736154246,895.318522286273,586.85491152729,6809.73060058334,285.86197553533,4288.14186974053,311.384669099812,599.254157234026,1325.08792897364,12242.6502316947,2811.34467415234,896.410642379159,672.420415112805,431.55834740677,784.312938989991,1621.34378512795,732.779440655718,529.39406545369,527.369612425267,1402.11899778247,832.621930502438,25.6413792507484,760.613343067773,214.720659387553,1680.24574202758
2015-10-01,2015,"Q4","2015/16","Q2","October",26475.7985269077,5919.38211991012,607.244441880441,3063.82624287135,764.502274771015,3.16369566522174,883.22271097096,597.42275375113,6794.35698531961,217.514911866424,4245.93810778237,309.22563843089,604.597825992671,1417.08050124725,12024.1267319198,2568.19083271167,911.734730315069,635.649534641643,458.021164144947,742.266684769192,1588.75459469399,829.905829055237,518.639039561362,558.31466732901,1347.92515749406,835.028877273087,27.7837078411206,785.971008055357,215.940904034039,1737.93268975817
2016-01-01,2016,"Q1","2015/16","Q3","January",24581.7797083771,5302.92355669221,675.469619801674,2087.32683205781,774.901507326799,1.95264040215887,1159.65562683826,603.617330265497,6285.54910977359,262.911534916482,3702.10810171743,314.32781418382,616.098126091723,1390.10353286414,11341.2504206857,2203.90227517096,856.884449977507,721.124669081719,403.644913980604,751.449099409193,1597.41667326552,648.056441159598,439.300774847469,552.434530330917,1322.56450525482,822.000240910946,27.2177932739347,777.960725412953,217.293328609581,1652.05662122555
2016-04-01,2016,"Q2","2015/16","Q4","April",25513.4072927839,5632.01577756448,450.057457876251,2879.14449338359,791.686157577625,4.57862421833027,928.841367711953,577.707676796733,6548.19909640434,241.179052772362,4028.44658934215,321.570853298981,621.757121117124,1335.24547987372,11523.0704958628,2373.36007922642,872.955396293977,654.293024933254,496.533519014314,717.563204247589,1602.89891320111,648.402342371737,457.07264715888,618.646734757391,1254.32879886963,819.576171600655,20.4570630786015,768.194842531174,218.787758578024,1810.12192295237
2016-07-01,2016,"Q3","2016/17","Q1","July",28577.2473553517,8012.38984384406,503.803489796386,5158.24442050573,803.947758249152,6.28372878360231,977.930290165618,562.180156343566,6768.71305195509,282.952926184606,4040.70499416755,330.508368046341,633.103745144345,1481.44301841225,11937.7183626578,2581.79949811828,901.026208563473,797.288301798513,494.880450679471,719.181374516768,1593.40654443096,689.758718421465,470.809868444317,622.107560054735,1262.7644049139,795.58237464049,23.5299636660854,765.14872574256,220.434368666819,1858.42609689468
2016-10-01,2016,"Q4","2016/17","Q2","October",26610.180139309,6110.55748300103,751.472347565166,2956.60645668276,820.593215187364,3.32503696966528,992.653519645236,585.906906950838,7106.86558597036,276.599289476607,4238.58577354374,338.392814611575,640.735326614853,1612.55238172359,11574.904273245,2378.60385323678,873.668134448193,775.551560918061,543.270834187305,675.566536743575,1600.41276832843,627.411755266878,473.02447096626,656.083913776175,1177.18193090521,797.548801295082,25.1398664394841,749.383313942344,222.056532791247,1817.85279709259
2017-01-01,2017,"Q1","2016/17","Q3","January",26240.1783762136,5359.32975942257,756.663799667518,2216.36880914146,836.929316555714,2.04948018675085,1004.72152808801,542.596825783111,7305.42103248181,375.756790718274,4435.54839408788,360.047693784969,648.321587036385,1485.74656685431,11626.7664841468,2381.21234042708,904.150950126719,794.871626323624,548.409874579534,743.035819224448,1632.11010676197,486.693143051222,474.557295447504,671.465361525588,1161.09494848301,828.824033888641,34.4879715935769,742.20571423867,223.647298475212,1948.66110016242
2017-04-01,2017,"Q2","2016/17","Q4","April",27090.4350505989,5974.79149385237,540.010062904755,3063.72532901566,847.619959578577,4.81419383452863,1027.26913512491,491.352813393931,7067.32593458735,401.808333877779,4130.41208491906,350.527482463155,655.806083459401,1528.77194986796,12042.6266563681,2490.38743225327,941.82499839854,843.814521417878,543.296514040936,733.668124471154,1689.2674575452,526.511233247428,482.652337886109,727.982791235626,1175.46225508925,887.80898659921,47.9384204704036,726.799503255151,225.212080457989,2005.690965791
2017-07-01,2017,"Q3","2017/18","Q1","July",30772.2371012274,8783.75361617198,711.490191915767,5764.45235993201,869.772199334027,6.29560954065329,1007.38107830162,424.362177147894,7134.90587138269,319.75550395878,4261.46404594267,365.874675323642,661.962801638266,1525.84884451933,12862.3032290093,2728.73483207602,1000.45528919716,947.224143542138,566.748046790929,748.484811533162,1743.14228572621,660.701488805014,489.972190097959,749.782668894351,1271.82853151253,951.651801444221,42.600408894131,734.22014635957,226.756584135894,1991.27438466344
2017-10-01,2017,"Q4","2017/18","Q2","October",28335.2801761736,6199.57242430314,721.042845815213,3189.03258150601,875.221373898663,3.27558865873937,1003.75005426497,407.249980159541,7312.63175555309,224.761866360438,4439.84178918924,364.648938480157,666.404520600041,1616.97464092321,12815.1873419914,2654.0458440787,978.447992710196,867.394121045736,601.760251747231,737.21910926965,1817.38909230412,653.027526450975,484.487469587903,757.350387253427,1265.19078698838,978.534587435724,54.7016350000228,737.322735820746,228.315802298578,2007.88865432603
2018-01-01,2018,"Q1","2017/18","Q3","January",27653.3313356631,5495.08970187038,772.206850181434,2406.50747647281,895.757389353898,2.00802476387735,1044.06479977591,374.545161322443,7537.20213548506,339.811517281254,4503.42149138746,366.758330293243,673.056451020058,1654.15434550304,12685.2992093167,2561.14138331498,1015.73412047937,863.671130888512,604.24234540206,709.025033703869,1834.78817643835,568.293081547245,495.97889979814,726.597401252217,1295.44245722778,982.574138288794,61.2108477184205,736.716884719165,229.883308537832,1935.74028899095
2018-04-01,2018,"Q2","2017/18","Q4","April",28598.0868966617,6096.01013970521,498.208431078235,3180.25947258868,904.199979477533,4.83290827011811,1082.28549542248,426.22385286817,7631.53431190972,399.516439612712,4419.5601188102,356.452563890608,680.186337137309,1775.81885245889,12837.3677287433,2622.90452932466,1033.53129640819,875.835827859782,578.91972013029,743.168910930316,1875.73808436466,623.023381090962,528.956496256768,699.522175243722,1274.89861436152,954.567780905909,58.7239665519975,736.110982084621,231.465963229907,2033.17471630348
2018-07-01,2018,"Q3","2018/19","Q1","July",32487.6421757181,8974.60973396147,708.233233256977,5806.23493982731,927.068862010077,6.60830684651905,1044.10925579191,482.35513622868,7779.69178371897,397.452672924626,4561.66346564674,365.716972695622,691.547306406848,1763.31136604513,13754.2287239092,2934.86702910043,1031.38300988585,947.316580581402,552.363422520624,779.193086270711,1987.6581347867,680.924234828429,559.541989066329,756.129035879108,1410.94294611773,1046.53565655987,69.9004725266732,764.402798420521,233.070327364766,1979.11193412851
2018-10-01,2018,"Q4","2018/19","Q2","October",29958.6308748784,6448.44134488196,768.358365058226,3120.46280245215,942.414236907959,3.58841709262076,1056.62869208878,556.988831282226,8068.18383054725,270.966583139439,4852.92232420699,363.92829625652,698.095379148047,1882.27124779625,13368.7542799779,2739.39812341079,982.4312374865,864.234280842397,545.529213701257,783.151595043955,2007.21987227439,622.029783654626,570.909393655171,744.089724783618,1428.33166209919,1009.60871803425,64.2294827414917,772.909510242408,234.681682007855,2073.25141947129
2019-01-01,2019,"Q1","2018/19","Q3","January",29773.2354051699,5935.27743325825,790.472245162269,2491.57321650278,958.719707400008,2.18291683406735,1070.82679867544,621.502548683683,8243.51225958244,456.765414612739,4835.11470752312,374.533232187304,705.556122367599,1871.54278289168,13465.0686851683,2717.68125100806,1020.38845439697,855.918358751691,536.109114811943,842.147938644956,2028.10043168685,625.552083707386,589.24100371363,766.226513535261,1406.46016920126,999.911824693705,69.8722247729095,771.165948145347,236.293368098311,2129.37702716092
2019-04-01,2019,"Q2","2018/19","Q4","April",30567.0947849705,6628.72889603054,563.822438831572,3355.74616270534,977.130172918772,5.47910265861709,1114.9791089924,611.571909923849,8201.88235311538,382.76324562382,4731.8722276179,385.58107039673,713.26476900294,1988.40104047399,13600.7456682283,2697.17949796451,1028.19679324739,903.490264663202,556.927807802406,858.162536642234,1985.67793094216,738.065217047525,624.492846855921,791.008149269481,1326.9039182304,1017.32722898506,61.2105095975459,774.191560409383,237.911406571094,2135.73786759631
2019-07-01,2019,"Q3","2019/20","Q1","July",34943.7792086528,9517.4184915145,726.022956327935,6087.36824213754,999.626112951332,7.78293361525492,1086.41759053457,610.200655947866,8570.24061206025,454.840105826262,5096.63358980679,410.677526262976,721.455420336514,1886.63396982771,14658.7835553669,3063.02248119982,1073.44732503806,995.906273278257,664.960322365172,932.525050842914,2077.97342389589,884.054315485545,645.213392701163,864.006565220087,1299.94293361964,1065.86169296717,68.8026542162234,783.52470217241,239.542422364493,2197.3365497112
2019-10-01,2019,"Q4","2019/20","Q2","October",32466.4581342103,6941.25084254742,837.1284958497,3386.36365441629,1016.56991634036,4.38605426569183,1108.0609682743,588.741753401083,8886.33558179868,474.180668968874,5278.13963857985,420.905782589582,725.3876799902,1987.72181167018,14367.9193052602,2879.08194514764,1000.66760121982,944.164183170397,710.541888820784,926.538624198748,2032.90926776513,793.301356990511,658.258869484818,904.944228738993,1348.56919318053,1077.95674663237,65.2836916464804,784.52660584539,241.175102418562,2270.95240460402
2020-01-01,2020,"Q1","2019/20","Q3","January",30130.0723405485,5858.48349399066,928.125238943492,2210.2086796824,1037.67786430155,2.1540787044907,1120.38778079225,559.929851566476,8486.7958188275,511.098489688493,4784.59959024919,438.265585724754,735.2412101404,2017.59094302467,13669.805223677,2631.33895423913,996.804113272375,832.42797456315,644.654573988315,922.555489790229,2151.28849423666,465.324166218447,599.645154065502,892.542155411276,1420.41333931129,1027.21726402445,64.5118849734928,778.278404331023,242.803255251682,2114.98780405337
2020-04-01,2020,"Q2","2019/20","Q4","April",28870.1024636066,7019.66689656173,560.877709574551,3770.87157114118,1051.94748286624,4.68232310616302,1111.35539296378,519.932416909818,7398.85108425392,317.003518990783,4060.53167726177,382.389056086919,741.479850815975,1897.44698109846,12849.7324185656,2371.81946078619,922.113001140035,492.713976815079,601.253563492179,794.414725798237,2157.58351667659,599.437549065018,616.09823211886,891.665410677459,1389.6732792155,943.149598547028,45.1083872010992,780.269254510645,244.432462521663,1601.85206422539
2020-07-01,2020,"Q3","2020/21","Q1","July",34802.9234924789,10178.8381133398,782.35957415657,6729.39320498122,1075.09025514978,7.22847472593708,1056.87804221267,527.888562113667,8381.10576487128,645.349832630866,4909.35329125017,446.835109304357,754.124332494362,1625.44319919153,14119.4359457381,2978.38403703588,995.372648033959,750.585589582947,672.144345736645,954.641922491879,2156.29074635302,616.053945393156,638.48901499667,969.654500168317,1140.26601544951,1159.70393904326,50.8787617409394,790.901271468904,246.069208242985,2123.54366852968
2020-10-01,2020,"Q4","2020/21","Q2","October",32477.0083490269,7480.05144793222,933.3901790588,3733.75036825902,1093.58135477097,3.98010911178412,1149.25848180915,566.09095492249,8755.78831907449,468.646063297144,5000.39577393432,458.603714412951,760.221540408756,2067.92122702132,14074.4643188289,2672.50338022111,973.874330414372,767.873011164546,719.386869514921,910.827741556971,2161.7971251086,734.784511764258,645.772499222667,1006.19813686149,1241.95256531806,1140.0349653702,50.7633074811117,800.975325288972,247.720549541597,2166.70426319135
2021-01-01,2021,"Q1","2020/21","Q3","January",30975.0235245283,5874.72567728676,1033.32755486972,2032.29142646338,1117.64495358541,2.73831258657853,1181.60237318171,507.121056599958,8669.07791633467,394.790310307031,4890.47328474686,470.865244491521,768.942392676926,2144.00668411233,14391.4105999376,2555.12847861721,1010.89268007449,854.751357050613,751.793394968346,1016.30621825771,2184.43515378722,733.692328626662,647.340620418442,1091.90763309944,1395.93299778428,1040.61626098174,51.9146091153073,807.254903286159,249.443963869949,2039.80933096935
2021-04-01,2021,"Q2","2020/21","Q4","April",32626.0625655768,7070.5839061785,683.949501548457,3595.17151150681,1139.38046637723,5.44846736263278,1168.99393968102,477.640019702346,8693.48018965026,370.035317605797,4843.51448189191,468.113481922527,779.626059085017,2232.19084914501,14495.4005141988,2673.08224374575,999.696463557431,873.824540607549,786.391790516028,980.818101339139,2244.60804711423,716.444315301918,645.520472662241,931.369656566449,1452.01201392035,1064.03912112195,56.8328523807575,819.578752565578,251.182142799429,2366.59795554925
2021-07-01,2021,"Q3","2021/22","Q1","July",35622.4362902472,10624.9497125223,965.229722376152,6847.84661720099,1164.91478544969,7.7592654202389,1107.61645057572,531.58287149946,8370.94669125344,281.632089922932,4617.22387970926,469.519582835298,798.692166689572,2203.87897209638,14539.216189482,2816.41339518667,908.854113334855,761.48092502951,768.751955809755,951.842968043453,2303.97694993962,789.858686045382,652.417720421066,1026.54951184088,1301.95958476072,1103.29205650656,64.78626396516,836.154049027608,252.878009570763,2087.32369698946
